,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
146,146,2018-04-01 04:34:01,255,4466,67.37,16441,0,0,0
147,147,2018-04-01 04:34:54,322,3302,41.56,16494,0,0,0
148,148,2018-04-01 04:37:03,69,2667,60.86,16623,0,0,0
149,149,2018-04-01 04:37:31,679,4266,49.37,16651,0,0,0
150,150,2018-04-01 04:39:10,316,708,80.32,16750,0,0,0
151,151,2018-04-01 04:40:02,120,2306,23.42,16802,0,0,0
152,152,2018-04-01 04:42:49,681,3785,52.95,16969,0,0,0
153,153,2018-04-01 04:43:00,880,820,68.89,16980,0,0,0
154,154,2018-04-01 04:43:00,139,4084,70.87,16980,0,0,0
155,155,2018-04-01 04:43:14,303,1780,55.83,16994,0,0,0
156,156,2018-04-01 04:45:06,114,962,27.86,17106,0,0,0
157,157,2018-04-01 04:46:53,605,4462,27.71,17213,0,0,0
158,158,2018-04-01 04:47:00,349,3326,129.55,17220,0,0,0
159,159,2018-04-01 04:47:24,157,3765,14.93,17244,0,0,0
160,160,2018-04-01 04:48:19,951,1321,17.11,17299,0,0,0
161,161,2018-04-01 04:49:17,167,2016,24.29,17357,0,0,0
162,162,2018-04-01 04:49:26,67,752,72.81,17366,0,0,0
163,163,2018-04-01 04:50:20,635,2909,35.82,17420,0,0,0
164,164,2018-04-01 04:51:07,212,4985,58.71,17467,0,0,0
165,165,2018-04-01 04:54:55,140,359,116.7,17695,0,0,0
166,166,2018-04-01 04:55:18,541,3727,14.76,17718,0,0,0
167,167,2018-04-01 04:57:04,390,282,10.27,17824,0,0,0
168,168,2018-04-01 04:57:54,650,3198,81.56,17874,0,0,0
169,169,2018-04-01 04:58:10,778,2428,27.36,17890,0,0,0
170,170,2018-04-01 05:01:56,959,3163,27.54,18116,0,0,0
171,171,2018-04-01 05:02:58,768,693,91.79,18178,0,0,0
172,172,2018-04-01 05:04:21,25,1314,11.32,18261,0,0,0
173,173,2018-04-01 05:05:03,22,1622,19.85,18303,0,0,0
174,174,2018-04-01 05:05:50,632,1815,28.15,18350,0,0,0
175,175,2018-04-01 05:07:09,738,1363,17.83,18429,0,0,0
176,176,2018-04-01 05:07:37,870,2663,106.67,18457,0,0,0
177,177,2018-04-01 05:08:05,912,2350,86.42,18485,0,0,0
178,178,2018-04-01 05:09:52,630,3602,114.3,18592,0,0,0
179,179,2018-04-01 05:10:17,354,1831,9.21,18617,0,0,0
180,180,2018-04-01 05:12:01,789,669,83.75,18721,0,0,0
181,181,2018-04-01 05:12:10,412,2184,31.76,18730,0,0,0
182,182,2018-04-01 05:13:21,925,820,74.64,18801,0,0,0
183,183,2018-04-01 05:13:32,840,1513,31.06,18812,0,0,0
184,184,2018-04-01 05:14:01,318,3593,151.11,18841,0,0,0
185,185,2018-04-01 05:15:50,329,2833,48.95,18950,0,0,0
186,186,2018-04-01 05:18:57,802,2544,67.08,19137,0,0,0
187,187,2018-04-01 05:19:13,656,3982,54.9,19153,0,0,0
188,188,2018-04-01 05:20:20,312,3492,67.41,19220,0,0,0
189,189,2018-04-01 05:22:02,81,2934,107.43,19322,0,0,0
190,190,2018-04-01 05:22:31,493,3810,3.04,19351,0,0,0
191,191,2018-04-01 05:22:46,625,3446,30.23,19366,0,0,0
192,192,2018-04-01 05:22:46,152,2652,20.26,19366,0,0,0
193,193,2018-04-01 05:23:25,771,3726,14.9,19405,0,0,0
194,194,2018-04-01 05:24:21,383,4257,40.85,19461,0,0,0
195,195,2018-04-01 05:24:27,98,142,1.0,19467,0,0,0
196,196,2018-04-01 05:24:52,271,4357,13.55,19492,0,0,0
197,197,2018-04-01 05:25:26,462,3733,20.98,19526,0,0,0
198,198,2018-04-01 05:25:47,924,4768,80.58,19547,0,0,0
199,199,2018-04-01 05:27:57,213,1078,183.17,19677,0,0,0
200,200,2018-04-01 05:28:34,255,1628,52.18,19714,0,0,0
201,201,2018-04-01 05:28:35,714,4712,77.71,19715,0,0,0
202,202,2018-04-01 05:29:59,144,3558,71.77,19799,0,0,0
203,203,2018-04-01 05:30:27,890,1926,161.88,19827,0,0,0
204,204,2018-04-01 05:31:21,122,4588,52.13,19881,0,0,0
205,205,2018-04-01 05:33:16,690,3590,69.3,19996,0,0,0
206,206,2018-04-01 05:34:10,724,3623,70.62,20050,0,0,0
207,207,2018-04-01 05:34:23,4,3411,92.78,20063,0,0,0
208,208,2018-04-01 05:34:30,826,1001,100.64,20070,0,0,0
209,209,2018-04-01 05:34:35,515,1905,62.46,20075,0,0,0
210,210,2018-04-01 05:35:24,488,1071,21.67,20124,0,0,0
211,211,2018-04-01 05:35:26,155,4521,63.52,20126,0,0,0
212,212,2018-04-01 05:35:51,694,695,27.19,20151,0,0,0
213,213,2018-04-01 05:35:51,515,1643,72.15,20151,0,0,0
214,214,2018-04-01 05:36:05,833,4837,19.94,20165,0,0,0
215,215,2018-04-01 05:36:35,64,4103,202.06,20195,0,0,0
216,216,2018-04-01 05:37:16,437,4602,95.42,20236,0,0,0
217,217,2018-04-01 05:37:28,859,2214,23.5,20248,0,0,0
218,218,2018-04-01 05:37:44,477,4397,15.14,20264,0,0,0
219,219,2018-04-01 05:38:09,81,3900,74.98,20289,0,0,0
220,220,2018-04-01 05:38:10,865,563,35.95,20290,0,0,0
221,221,2018-04-01 05:38:56,181,949,27.11,20336,0,0,0
222,222,2018-04-01 05:38:58,833,2325,40.87,20338,0,0,0
223,223,2018-04-01 05:39:05,452,2489,67.81,20345,0,0,0
224,224,2018-04-01 05:39:11,770,3631,124.37,20351,0,0,0
225,225,2018-04-01 05:39:13,134,4647,48.95,20353,0,0,0
226,226,2018-04-01 05:39:28,188,4575,53.29,20368,0,0,0
227,227,2018-04-01 05:41:11,720,88,123.08,20471,0,0,0
228,228,2018-04-01 05:42:54,183,628,71.08,20574,0,0,0
229,229,2018-04-01 05:44:37,912,3655,84.02,20677,0,0,0
230,230,2018-04-01 05:44:42,333,3492,18.6,20682,0,0,0
231,231,2018-04-01 05:44:48,301,4668,76.03,20688,0,0,0
232,232,2018-04-01 05:46:07,803,1761,78.77,20767,0,0,0
233,233,2018-04-01 05:46:20,497,3538,20.09,20780,0,0,0
234,234,2018-04-01 05:46:46,638,1938,66.16,20806,0,0,0
235,235,2018-04-01 05:48:31,206,621,30.82,20911,0,0,0
236,236,2018-04-01 05:48:39,400,1623,26.82,20919,0,0,0
237,237,2018-04-01 05:50:15,563,3790,25.06,21015,0,0,0
238,238,2018-04-01 05:51:21,1,3775,8.04,21081,0,0,0
239,239,2018-04-01 05:51:46,791,1722,62.82,21106,0,0,0
240,240,2018-04-01 05:52:07,134,3674,69.6,21127,0,0,0
241,241,2018-04-01 05:52:15,579,2866,58.22,21135,0,0,0
242,242,2018-04-01 05:52:41,447,4407,106.35,21161,0,0,0
243,243,2018-04-01 05:52:44,640,130,54.14,21164,0,0,0
244,244,2018-04-01 05:54:07,736,706,31.58,21247,0,0,0
245,245,2018-04-01 05:54:27,604,732,31.27,21267,0,0,0
246,246,2018-04-01 05:54:41,356,4458,60.93,21281,0,0,0
247,247,2018-04-01 05:56:18,186,3837,45.49,21378,0,0,0
248,248,2018-04-01 05:57:52,634,997,46.74,21472,0,0,0
249,249,2018-04-01 05:57:53,332,4202,29.44,21473,0,0,0
250,250,2018-04-01 05:58:33,349,1865,106.9,21513,0,0,0
251,251,2018-04-01 05:58:56,302,4874,9.51,21536,0,0,0
252,252,2018-04-01 05:59:48,83,3708,81.39,21588,0,0,0
253,253,2018-04-01 06:01:11,632,2513,30.16,21671,0,0,0
254,254,2018-04-01 06:02:43,515,637,52.9,21763,0,0,0
255,255,2018-04-01 06:02:44,774,2252,46.3,21764,0,0,0
256,256,2018-04-01 06:03:34,467,4358,141.51,21814,0,0,0
257,257,2018-04-01 06:04:06,841,4074,55.89,21846,0,0,0
258,258,2018-04-01 06:04:32,283,406,80.67,21872,0,0,0
259,259,2018-04-01 06:04:36,841,3137,72.91,21876,0,0,0
260,260,2018-04-01 06:05:30,369,4882,40.76,21930,0,0,0
261,261,2018-04-01 06:05:47,780,2470,14.81,21947,0,0,0
262,262,2018-04-01 06:05:50,369,1842,75.23,21950,0,0,0
263,263,2018-04-01 06:07:00,789,4025,56.07,22020,0,0,0
264,264,2018-04-01 06:07:01,428,2420,18.17,22021,0,0,0
265,265,2018-04-01 06:08:23,571,4703,52.94,22103,0,0,0
266,266,2018-04-01 06:09:35,134,4647,61.88,22175,0,0,0
267,267,2018-04-01 06:11:21,162,1009,27.48,22281,0,0,0
268,268,2018-04-01 06:11:25,130,4127,8.48,22285,0,0,0
269,269,2018-04-01 06:12:17,213,1981,77.05,22337,0,0,0
270,270,2018-04-01 06:12:39,924,2211,52.85,22359,0,0,0
271,271,2018-04-01 06:14:07,56,302,91.18,22447,0,0,0
272,272,2018-04-01 06:15:10,80,2060,13.67,22510,0,0,0
273,273,2018-04-01 06:15:21,559,26,9.78,22521,0,0,0
274,274,2018-04-01 06:15:46,410,1587,54.62,22546,0,0,0
275,275,2018-04-01 06:15:53,204,1381,91.29,22553,0,0,0
276,276,2018-04-01 06:17:09,276,1705,54.71,22629,0,0,0
277,277,2018-04-01 06:17:41,108,1465,60.15,22661,0,0,0
278,278,2018-04-01 06:17:42,194,2710,6.66,22662,0,0,0
279,279,2018-04-01 06:17:45,209,237,49.82,22665,0,0,0
280,280,2018-04-01 06:17:47,608,3896,30.92,22667,0,0,0
281,281,2018-04-01 06:18:53,573,2294,56.47,22733,0,0,0
282,282,2018-04-01 06:18:54,569,309,132.07,22734,0,0,0
283,283,2018-04-01 06:19:55,680,3794,55.69,22795,0,0,0
284,284,2018-04-01 06:22:52,862,869,151.88,22972,0,0,0
285,285,2018-04-01 06:23:24,599,4618,197.09,23004,0,0,0
286,286,2018-04-01 06:24:01,209,2197,1.73,23041,0,0,0
287,287,2018-04-01 06:24:11,423,3859,18.33,23051,0,0,0
288,288,2018-04-01 06:24:12,620,3437,48.67,23052,0,0,0
289,289,2018-04-01 06:24:15,139,138,37.24,23055,0,0,0
290,290,2018-04-01 06:24:17,376,2734,133.32,23057,0,0,0
291,291,2018-04-01 06:24:31,800,4892,63.02,23071,0,0,0
292,292,2018-04-01 06:25:31,967,2309,74.25,23131,0,0,0
293,293,2018-04-01 06:25:33,884,4267,23.56,23133,0,0,0
294,294,2018-04-01 06:27:18,962,2413,18.22,23238,0,0,0
295,295,2018-04-01 06:28:24,444,2329,8.45,23304,0,0,0
296,296,2018-04-01 06:28:58,376,3781,128.74,23338,0,0,0
297,297,2018-04-01 06:29:44,776,2962,88.32,23384,0,0,0
298,298,2018-04-01 06:30:33,149,446,63.51,23433,0,0,0
299,299,2018-04-01 06:30:52,226,3759,25.85,23452,0,0,0
300,300,2018-04-01 06:31:20,472,1628,48.56,23480,0,0,0
301,301,2018-04-01 06:31:49,83,4227,37.92,23509,0,0,0
302,302,2018-04-01 06:31:54,695,2974,83.55,23514,0,0,0
303,303,2018-04-01 06:33:41,169,4107,5.37,23621,0,0,0
304,304,2018-04-01 06:34:06,960,4418,108.53,23646,0,0,0
305,305,2018-04-01 06:35:11,67,3926,69.62,23711,0,0,0
306,306,2018-04-01 06:37:02,655,1936,51.3,23822,0,0,0
307,307,2018-04-01 06:37:26,270,2613,4.99,23846,0,0,0
308,308,2018-04-01 06:37:41,372,1162,48.65,23861,0,0,0
309,309,2018-04-01 06:37:44,159,1451,75.4,23864,0,0,0
310,310,2018-04-01 06:38:05,856,106,82.26,23885,0,0,0
311,311,2018-04-01 06:40:11,706,2064,74.24,24011,0,0,0
312,312,2018-04-01 06:40:15,987,4764,68.9,24015,0,0,0
313,313,2018-04-01 06:40:45,990,4499,19.58,24045,0,0,0
314,314,2018-04-01 06:42:38,315,3267,44.09,24158,0,0,0
315,315,2018-04-01 06:42:41,898,2414,12.99,24161,0,0,0
316,316,2018-04-01 06:43:11,20,4410,19.43,24191,0,0,0
317,317,2018-04-01 06:44:04,873,4878,13.53,24244,0,0,0
318,318,2018-04-01 06:44:24,125,1300,63.89,24264,0,0,0
319,319,2018-04-01 06:44:44,893,3512,26.55,24284,0,0,0
320,320,2018-04-01 06:45:01,698,2804,40.57,24301,0,0,0
321,321,2018-04-01 06:45:08,171,3128,94.29,24308,0,0,0
322,322,2018-04-01 06:45:10,68,2891,29.71,24310,0,0,0
323,323,2018-04-01 06:45:19,557,3634,68.12,24319,0,0,0
324,324,2018-04-01 06:45:51,308,1398,6.03,24351,0,0,0
325,325,2018-04-01 06:46:52,386,3729,77.16,24412,0,0,0
326,326,2018-04-01 06:48:20,359,3662,64.35,24500,0,0,0
327,327,2018-04-01 06:49:21,343,929,36.31,24561,0,0,0
328,328,2018-04-01 06:49:52,531,3001,36.05,24592,0,0,0
329,329,2018-04-01 06:50:50,23,1850,20.74,24650,0,0,0
330,330,2018-04-01 06:52:12,832,3381,59.84,24732,0,0,0
331,331,2018-04-01 06:52:14,202,3194,43.6,24734,0,0,0
332,332,2018-04-01 06:52:28,646,4406,41.41,24748,0,0,0
333,333,2018-04-01 06:52:58,388,2848,16.7,24778,0,0,0
334,334,2018-04-01 06:53:47,331,2664,125.52,24827,0,0,0
335,335,2018-04-01 06:54:28,37,4130,39.03,24868,0,0,0
336,336,2018-04-01 06:54:45,733,2253,113.04,24885,0,0,0
337,337,2018-04-01 06:54:46,723,1469,88.61,24886,0,0,0
338,338,2018-04-01 06:55:13,161,1806,93.85,24913,0,0,0
339,339,2018-04-01 06:55:58,427,4394,35.77,24958,0,0,0
340,340,2018-04-01 06:57:01,188,747,29.95,25021,0,0,0
341,341,2018-04-01 06:57:16,23,715,40.75,25036,0,0,0
342,342,2018-04-01 06:58:51,460,2591,17.85,25131,0,0,0
343,343,2018-04-01 06:59:28,775,2495,36.93,25168,0,0,0
344,344,2018-04-01 07:00:09,401,4456,70.03,25209,0,0,0
345,345,2018-04-01 07:00:13,669,2196,24.89,25213,0,0,0
346,346,2018-04-01 07:00:42,768,3192,127.19,25242,0,0,0
347,347,2018-04-01 07:00:55,160,3974,125.62,25255,0,0,0
348,348,2018-04-01 07:01:13,411,1735,46.1,25273,0,0,0
349,349,2018-04-01 07:02:01,948,3645,4.7,25321,0,0,0
350,350,2018-04-01 07:02:14,114,3821,99.73,25334,0,0,0
351,351,2018-04-01 07:02:43,705,169,36.26,25363,0,0,0
352,352,2018-04-01 07:02:43,53,3165,5.67,25363,0,0,0
353,353,2018-04-01 07:04:25,978,4371,40.03,25465,0,0,0
354,354,2018-04-01 07:04:40,781,2281,52.16,25480,0,0,0
355,355,2018-04-01 07:05:10,672,3181,40.65,25510,0,0,0
356,356,2018-04-01 07:06:48,379,3999,52.76,25608,0,0,0
357,357,2018-04-01 07:06:56,547,2006,72.28,25616,0,0,0
358,358,2018-04-01 07:07:44,509,2693,170.27,25664,0,0,0
359,359,2018-04-01 07:08:07,921,3868,19.82,25687,0,0,0
360,360,2018-04-01 07:08:50,676,16,29.05,25730,0,0,0
361,361,2018-04-01 07:09:27,284,266,39.69,25767,0,0,0
362,362,2018-04-01 07:09:39,544,1161,53.39,25779,0,0,0
363,363,2018-04-01 07:09:44,888,410,42.62,25784,0,0,0
364,364,2018-04-01 07:09:52,679,3650,18.17,25792,0,0,0
365,365,2018-04-01 07:10:42,717,2590,19.0,25842,0,0,0
366,366,2018-04-01 07:12:40,241,1238,29.88,25960,0,0,0
367,367,2018-04-01 07:12:52,37,4130,28.51,25972,0,0,0
368,368,2018-04-01 07:14:25,933,1307,95.62,26065,0,0,0
369,369,2018-04-01 07:14:35,131,2485,60.98,26075,0,0,0
370,370,2018-04-01 07:14:36,389,3520,96.55,26076,0,0,0
371,371,2018-04-01 07:16:21,515,412,27.07,26181,0,0,0
372,372,2018-04-01 07:16:45,968,4347,150.4,26205,0,0,0
373,373,2018-04-01 07:19:05,0,2530,123.59,26345,0,0,0
374,374,2018-04-01 07:19:22,407,921,30.73,26362,0,0,0
375,375,2018-04-01 07:19:42,960,2372,119.79,26382,0,0,0
376,376,2018-04-01 07:19:58,69,741,103.2,26398,0,0,0
377,377,2018-04-01 07:20:55,705,2101,21.04,26455,0,0,0
378,378,2018-04-01 07:21:13,939,1238,152.28,26473,0,0,0
379,379,2018-04-01 07:21:26,830,1109,61.51,26486,0,0,0
380,380,2018-04-01 07:22:04,811,279,31.17,26524,0,0,0
381,381,2018-04-01 07:22:06,65,3416,4.78,26526,0,0,0
382,382,2018-04-01 07:22:48,74,818,95.15,26568,0,0,0
383,383,2018-04-01 07:23:06,780,4570,15.59,26586,0,0,0
384,384,2018-04-01 07:24:01,365,3045,72.96,26641,0,0,0
385,385,2018-04-01 07:24:08,188,4358,10.31,26648,0,0,0
386,386,2018-04-01 07:24:36,115,2480,52.9,26676,0,0,0
387,387,2018-04-01 07:26:03,741,2461,18.91,26763,0,0,0
388,388,2018-04-01 07:26:22,154,29,14.88,26782,0,0,0
389,389,2018-04-01 07:26:57,465,2808,32.76,26817,0,0,0
390,390,2018-04-01 07:27:15,264,2737,81.91,26835,0,0,0
391,391,2018-04-01 07:27:35,465,929,60.41,26855,0,0,0
392,392,2018-04-01 07:28:08,32,1482,69.86,26888,0,0,0
393,393,2018-04-01 07:29:51,705,4341,28.75,26991,0,0,0
394,394,2018-04-01 07:30:04,58,1363,24.62,27004,0,0,0
395,395,2018-04-01 07:30:37,483,247,19.86,27037,0,0,0
